TERM	CRN	SUBJ	CRSE	SECT	INSTR_TYPE	DAYS	START_TIME	END_TIME	ROOM_CAP
Fall	30059	AFRI	1001	A	LEC	F	1135	1425	148
Fall	30060	AFRI	1001	A01	GRP	F	1435	1525	42
Fall	30061	AFRI	1001	A02	GRP	F	1535	1625	29
Fall	30062	AFRI	1001	A03	GRP	F	1435	1525	25
Fall	30063	AFRI	1001	A04	GRP				
Fall	30064	AFRI	1001	A05	GRP				
Fall	30065	AFRI	1001	A06	GRP	F	1535	1625	25
Winter	10060	AFRI	1002	A	LEC	M	1435	1625	148
Winter	10061	AFRI	1002	A01	GRP	M	1635	1725	58
Winter	10062	AFRI	1002	A02	GRP	M	1705	1755	76
Winter	10063	AFRI	1002	A03	GRP	M	1635	1725	56
Winter	10064	AFRI	1002	A04	GRP				
Winter	10065	AFRI	1002	A05	GRP				
Winter	10066	AFRI	1002	A06	GRP				
Fall	30077	ALDS	1001	A	LEC	MW	1135	1255	108
Winter	10078	ALDS	1001	B	LEC	MW	1135	1255	9000
Fall	30117	ANTH	1001	A	LEC	F	1135	1325	444
Fall	30118	ANTH	1001	A01	GRP	F	1335	1425	35
Fall	30119	ANTH	1001	A02	GRP	F	1335	1425	40
Fall	30120	ANTH	1001	A03	GRP	F	1335	1425	52
Fall	30121	ANTH	1001	A04	GRP	F	1335	1425	34
Fall	30122	ANTH	1001	A05	GRP	F	1335	1425	35
Fall	30123	ANTH	1001	A06	GRP				
Fall	30124	ANTH	1001	A07	GRP				
Fall	30125	ANTH	1001	A08	GRP				
Fall	30126	ANTH	1001	A09	GRP	F	1435	1525	34
Fall	30127	ANTH	1001	A10	GRP	F	1435	1525	47
Fall	30128	ANTH	1001	A11	GRP	F	1435	1525	28
Fall	30129	ANTH	1001	A12	GRP	F	1435	1525	28
Fall	30130	ANTH	1001	A13	GRP	F	1435	1525	40
Fall	30131	ANTH	1001	A14	GRP				
Fall	30132	ANTH	1001	A15	GRP				
Fall	30133	ANTH	1001	A16	GRP				
Fall	30134	ANTH	1001	B	LEC	W	1805	1955	331
Fall	30135	ANTH	1001	B01	GRP	W	2005	2055	80
Fall	30136	ANTH	1001	B02	GRP	W	2005	2055	56
Fall	30137	ANTH	1001	B03	GRP	W	2005	2055	79
Fall	30138	ANTH	1001	B04	GRP	W	2005	2055	52
Fall	30139	ANTH	1001	B05	GRP				
Fall	30140	ANTH	1001	B06	GRP				
Winter	10112	ANTH	1001	C	LEC	M	1435	1625	393
Winter	10113	ANTH	1001	C01	GRP	M	1635	1725	31
Winter	10114	ANTH	1001	C02	GRP	M	1635	1725	32
Winter	10115	ANTH	1001	C03	GRP	M	1635	1725	42
Winter	10116	ANTH	1001	C04	GRP	M	1635	1725	35
Winter	10117	ANTH	1001	C05	GRP	M	1635	1725	31
Winter	10118	ANTH	1001	C06	GRP				
Winter	10119	ANTH	1001	C07	GRP	M	1735	1825	32
Winter	10120	ANTH	1001	C08	GRP	M	1735	1825	32
Winter	10121	ANTH	1001	C09	GRP	M	1735	1825	35
Winter	10122	ANTH	1001	C10	GRP	M	1735	1825	31
Winter	10123	ANTH	1001	C11	GRP	M	1735	1825	36
Winter	10124	ANTH	1001	C12	GRP	M	1735	1825	39
Fall	30141	ANTH	1002	A	LEC	M	1805	1955	192
Fall	30142	ANTH	1002	A1	GRP	M	2005	2055	80
Fall	30143	ANTH	1002	A2	GRP				
Fall	30144	ANTH	1002	A3	GRP				
Fall	30145	ANTH	1002	A4	GRP				
Winter	10125	ANTH	1002	B	LEC	F	835	1025	285
Winter	10126	ANTH	1002	B01	GRP	F	1035	1125	48
Winter	10127	ANTH	1002	B02	GRP	F	1035	1125	30
Winter	10128	ANTH	1002	B03	GRP	F	1035	1125	32
Winter	10129	ANTH	1002	B04	GRP	F	1035	1125	34
Winter	10130	ANTH	1002	B05	GRP	F	1035	1125	40
Winter	10131	ANTH	1002	B06	GRP	F	1135	1225	52
Winter	10132	ANTH	1002	B07	GRP	F	1135	1225	34
Winter	10133	ANTH	1002	B08	GRP	F	1135	1225	28
Winter	10134	ANTH	1002	B09	GRP	F	1135	1225	36
Winter	10135	ANTH	1002	B10	GRP	F	1135	1225	40
Winter	10136	ANTH	1050	B	SEM	T	835	1125	40
Fall	30193	ARAB	1110	A	SEM	F	835	1025	39
Fall	30193	ARAB	1110	A	SEM	TR	835	1125	39
Winter	10192	ARCC	1202	A	LEC	M	835	1125	94
Fall	30202	ARCH	1000	A	LEC	F	835	1125	9000
Winter	10218	ARCN	1005	A	LEC	W	1135	1425	96
Fall	30237	ARCS	1005	A	STU	MR	1205	1455	105
Winter	10235	ARCS	1105	A	STU	MR	1205	1555	105
Fall	30267	ARCY	1008	A	LEC	WF	1005	1125	9000
Winter	10274	ARCY	1009	B	LEC	TR	1305	1425	134
Fall	30268	ARTH	1100	A	LEC	W	1235	1425	348
Fall	30269	ARTH	1100	A01	TUT	F	1335	1425	39
Fall	30270	ARTH	1100	A02	TUT	F	1335	1425	40
Fall	30271	ARTH	1100	A03	TUT	F	835	925	32
Fall	30272	ARTH	1100	A04	TUT	F	835	925	52
Fall	30273	ARTH	1100	A05	TUT	W	2005	2055	27
Fall	30274	ARTH	1100	A06	TUT	W	2005	2055	27
Fall	30275	ARTH	1100	A07	TUT	W	1905	1955	27
Fall	30276	ARTH	1100	A08	TUT	W	1905	1955	32
Fall	30277	ARTH	1100	A09	TUT	F	1635	1725	27
Fall	30278	ARTH	1100	A10	TUT	F	1635	1725	32
Winter	10275	ARTH	1101	B	LEC	R	935	1125	386
Winter	10276	ARTH	1101	B01	TUT	F	935	1025	32
Winter	10277	ARTH	1101	B02	TUT	F	935	1025	40
Winter	10278	ARTH	1101	B03	TUT	R	1135	1225	42
Winter	10279	ARTH	1101	B04	TUT	R	1135	1225	40
Winter	10280	ARTH	1101	B05	TUT	M	1805	1855	40
Winter	10281	ARTH	1101	B06	TUT	M	1805	1855	27
Winter	10282	ARTH	1101	B07	TUT	M	1805	1855	27
Winter	10283	ARTH	1101	B08	TUT	R	1905	1955	27
Winter	10284	ARTH	1101	B09	TUT	R	1905	1955	40
Winter	10285	ARTH	1101	B10	TUT	R	1905	1955	32
Fall	30279	ARTH	1200	A	LEC				9000
Fall	30280	ARTH	1200	A01	TUT	F	1335	1425	69
Fall	30281	ARTH	1200	A02	TUT	F	1435	1525	69
Fall	30282	ARTH	1200	A03	TUT	F	1535	1625	69
Fall	30283	ARTH	1200	A04	TUT	R	1435	1525	83
Fall	30284	ARTH	1200	A05	TUT	R	1535	1625	83
Fall	30285	ARTH	1200	A06	TUT	R	1635	1725	83
Winter	10286	ARTH	1201	B	LEC	T	835	1025	386
Winter	10287	ARTH	1201	B01	TUT	W	1435	1525	27
Winter	10288	ARTH	1201	B02	TUT	W	1435	1525	52
Winter	10289	ARTH	1201	B03	TUT	W	1435	1525	32
Winter	10290	ARTH	1201	B04	TUT	W	835	925	27
Winter	10291	ARTH	1201	B05	TUT	W	835	925	27
Winter	10292	ARTH	1201	B06	TUT	W	835	925	32
Winter	10293	ARTH	1201	B07	TUT	W	1805	1855	27
Winter	10294	ARTH	1201	B08	TUT	W	1805	1855	32
Winter	10295	ARTH	1201	B09	TUT	R	1805	1855	40
Winter	10296	ARTH	1201	B10	TUT	R	1805	1855	83
Fall	30314	ASLA	1010	A	SEM	TR	935	1125	69
Fall	30315	ASLA	1010	B	SEM	MW	1435	1625	69
Fall	30316	ASLA	1010	C	SEM	TR	1435	1625	69
Fall	30317	ASLA	1010	D	SEM	TR	1135	1325	69
Fall	30318	ASLA	1010	E	SEM	MW	935	1125	52
Fall	30319	ASLA	1010	F	SEM	TR	1435	1625	48
Fall	30320	ASLA	1010	G	SEM	WF	1135	1325	54
Fall	30321	ASLA	1010	H	SEM	MW	1135	1325	40
Fall	30322	ASLA	1010	I	SEM	TR	1805	1955	55
Fall	30323	ASLA	1010	J	SEM	MW	1805	1955	52
Fall	30324	ASLA	1010	K	SEM	TR	1805	1955	52
Fall	30325	ASLA	1010	L	SEM	MW	1805	1955	52
Winter	10330	ASLA	1010	N	SEM	TR	1435	1625	69
Winter	10331	ASLA	1010	O	SEM	MW	935	1125	69
Winter	10332	ASLA	1010	P	SEM	TR	1135	1325	69
Winter	10333	ASLA	1020	A	SEM	MW	1135	1325	69
Winter	10334	ASLA	1020	B	SEM	TR	1435	1625	40
Winter	10335	ASLA	1020	C	SEM	TR	1135	1325	48
Winter	10336	ASLA	1020	D	SEM	MW	1435	1625	56
Winter	10337	ASLA	1020	E	SEM	MW	1805	1955	69
Winter	10338	ASLA	1020	F	SEM	TR	1805	1955	52
Winter	10339	ASLA	1020	G	SEM	MW	1805	1955	52
Winter	10345	BIOC	1500	A	LEC	M	835	1125	76
Fall	30369	BIOL	1010	R	LEC				9000
Fall	30370	BIOL	1103	A	LEC	MW	1135	1255	444
Fall	30371	BIOL	1103	A02	LAB	T	1335	1625	50
Fall	30372	BIOL	1103	A03	LAB	W	1335	1625	50
Fall	30373	BIOL	1103	A04	LAB	R	1335	1625	50
Fall	30374	BIOL	1103	A07	LAB	T	835	1125	50
Fall	30375	BIOL	1103	A08	LAB	W	835	1125	50
Fall	30376	BIOL	1103	A09	LAB	R	835	1125	50
Fall	30377	BIOL	1103	A10	LAB	F	835	1125	50
Fall	30378	BIOL	1103	A12	LAB	T	1335	1625	50
Fall	30379	BIOL	1103	A13	LAB	W	1335	1625	50
Fall	30380	BIOL	1103	A14	LAB	R	1335	1625	50
Fall	30381	BIOL	1103	A17	LAB	T	835	1125	50
Fall	30382	BIOL	1103	A18	LAB	W	835	1125	50
Fall	30383	BIOL	1103	A19	LAB	R	835	1125	50
Fall	30384	BIOL	1103	A20	LAB	F	835	1125	50
Fall	30385	BIOL	1103	AE	LAB				
Fall	30386	BIOL	1103	B	LEC	MW	1635	1755	393
Fall	30387	BIOL	1103	T02	TUT	T	1335	1625	67
Fall	30388	BIOL	1103	T03	TUT	W	1335	1625	67
Fall	30389	BIOL	1103	T04	TUT	R	1335	1625	67
Fall	30390	BIOL	1103	T07	TUT	T	835	1125	67
Fall	30391	BIOL	1103	T08	TUT	W	835	1125	67
Fall	30392	BIOL	1103	T09	TUT	R	835	1125	67
Fall	30393	BIOL	1103	T10	TUT	F	835	1125	67
Winter	10372	BIOL	1104	A	LEC	TR	1635	1755	331
Winter	10373	BIOL	1104	A02	LAB	T	1335	1625	50
Winter	10374	BIOL	1104	A03	LAB	W	1335	1625	50
Winter	10375	BIOL	1104	A04	LAB	R	1335	1625	50
Winter	10376	BIOL	1104	A07	LAB	T	835	1125	50
Winter	10377	BIOL	1104	A08	LAB	W	835	1125	50
Winter	10378	BIOL	1104	A09	LAB	R	835	1125	50
Winter	10379	BIOL	1104	A12	LAB	T	1335	1625	50
Winter	10380	BIOL	1104	A13	LAB	W	1335	1625	50
Winter	10381	BIOL	1104	A14	LAB	R	1335	1625	50
Winter	10382	BIOL	1104	A17	LAB	T	835	1125	50
Winter	10383	BIOL	1104	A18	LAB	W	835	1125	50
Winter	10384	BIOL	1104	A19	LAB	R	835	1125	50
Winter	10385	BIOL	1104	AE	LAB				
Winter	10386	BIOL	1104	B	LEC	MW	1135	1255	393
Winter	10387	BIOL	1104	C02	LAB	T	1335	1625	30
Winter	10388	BIOL	1104	C03	LAB	W	1335	1625	30
Winter	10389	BIOL	1104	C04	LAB	R	1335	1625	30
Winter	10390	BIOL	1104	C07	LAB	T	835	1125	30
Winter	10391	BIOL	1104	C08	LAB	W	835	1125	30
Winter	10392	BIOL	1104	C09	LAB	R	835	1125	30
Winter	10393	BIOL	1104	T02	TUT	T	1335	1625	48
Winter	10394	BIOL	1104	T03	TUT	W	1335	1625	48
Winter	10395	BIOL	1104	T04	TUT	R	1335	1625	48
Winter	10396	BIOL	1104	T07	TUT	T	835	1125	48
Winter	10397	BIOL	1104	T08	TUT	W	835	1125	48
Winter	10398	BIOL	1104	T09	TUT	R	835	1125	48
Fall	30394	BIOL	1105	A	LEC	M	1435	1555	236
Fall	30547	BUSI	1001	R	LEC				9000
Winter	10561	BUSI	1001	R	LEC				9000
Fall	30548	BUSI	1002	R	LEC				9000
Winter	10562	BUSI	1002	R	LEC				9000
Fall	30549	BUSI	1003	A	LEC	W	1435	1725	151
Winter	10563	BUSI	1003	B	LEC	W	1805	2055	192
Fall	30550	BUSI	1004	A	LEC	TR	1135	1255	92
Fall	30551	BUSI	1004	A1	TUT	F	1435	1525	35
Fall	30552	BUSI	1004	A2	TUT	R	1435	1525	56
Fall	30553	BUSI	1004	A3	TUT	W	1335	1425	54
Winter	10564	BUSI	1004	B	LEC	TR	835	955	92
Winter	10565	BUSI	1004	C	LEC	TR	1005	1125	92
Winter	10566	BUSI	1004	D	LEC	WF	1435	1555	108
Winter	10567	BUSI	1004	E	LEC	WF	1605	1725	108
Winter	10568	BUSI	1004	F	LEC				
Winter	10569	BUSI	1004	G	LEC	MW	1005	1125	92
Winter	10570	BUSI	1004	T01	TUT	M	1635	1725	108
Winter	10571	BUSI	1004	T02	TUT	F	1035	1125	41
Winter	10572	BUSI	1004	T03	TUT	F	935	1025	41
Winter	10573	BUSI	1004	T04	TUT	W	1135	1225	41
Winter	10574	BUSI	1004	T05	TUT	F	1135	1225	42
Winter	10575	BUSI	1004	T06	TUT	M	1235	1325	48
Winter	10576	BUSI	1004	T07	TUT	W	1335	1425	30
Winter	10577	BUSI	1004	T08	TUT	R	1435	1525	34
Winter	10578	BUSI	1004	T09	TUT	F	1235	1325	40
Winter	10579	BUSI	1004	T10	TUT	T	1335	1425	30
Winter	10580	BUSI	1004	T11	TUT	M	1435	1525	31
Winter	10581	BUSI	1004	T12	TUT	M	1335	1425	34
Winter	10582	BUSI	1004	T13	TUT	T	1135	1225	32
Winter	10583	BUSI	1004	T14	TUT	M	1535	1625	31
Winter	10584	BUSI	1004	T15	TUT	R	1135	1225	40
Winter	10585	BUSI	1004	T16	TUT				
Winter	10586	BUSI	1004	T17	TUT				
Winter	10587	BUSI	1004	T18	TUT				
Winter	10588	BUSI	1004	Y	LEC				
Winter	10589	BUSI	1004	Z	LEC				
Fall	30554	BUSI	1005	A	LEC	M	935	1125	189
Fall	30555	BUSI	1005	A01	TUT	T	1135	1225	52
Fall	30556	BUSI	1005	A02	TUT	R	1635	1725	40
Fall	30557	BUSI	1005	A03	TUT	W	1135	1225	58
Fall	30558	BUSI	1005	A04	TUT	W	1635	1725	96
Fall	30559	BUSI	1005	A05	TUT	W	835	925	42
Fall	30560	BUSI	1005	A06	TUT	W	1335	1425	42
Fall	30561	BUSI	1005	A07	TUT	W	1035	1125	58
Fall	30562	BUSI	1005	A08	TUT	T	1635	1725	42
Fall	30563	BUSI	1005	A09	TUT	T	835	925	42
Fall	30564	BUSI	1005	A10	TUT	T	935	1025	9000
Fall	30565	BUSI	1005	A11	TUT	T	1335	1425	9000
Fall	30566	BUSI	1005	A12	TUT	T	1035	1125	42
Winter	10590	BUSI	1005	B	LEC	M	835	1125	134
Winter	10591	BUSI	1005	B01	TUT	W	835	925	23
Winter	10592	BUSI	1005	B02	TUT	W	1435	1525	31
Winter	10593	BUSI	1005	B03	TUT	T	835	925	23
Winter	10594	BUSI	1005	B04	TUT	W	1535	1625	52
Winter	10595	BUSI	1005	B05	TUT	T	1535	1625	23
Winter	10596	BUSI	1005	B06	TUT	T	1435	1525	23
Winter	10597	BUSI	1005	B07	TUT	T	1235	1325	23
Fall	30567	BUSI	1401	A	LEC	R	835	1125	94
Fall	30568	BUSI	1401	B	LEC	W	1435	1725	92
Fall	30569	BUSI	1401	C	LEC	F	1435	1725	108
Fall	30570	BUSI	1401	D	LEC	M	835	1125	92
Winter	10598	BUSI	1401	E	LEC	R	1135	1425	108
Winter	10599	BUSI	1401	F	LEC	R	835	1125	108
Winter	10600	BUSI	1401	G	LEC	F	835	1125	236
Winter	10601	BUSI	1401	H	LEC	F	1435	1725	236
Fall	30571	BUSI	1401	Y	LEC				
Fall	30572	BUSI	1401	Z	LEC				
Winter	10602	BUSI	1402	A	LEC	M	1805	2055	189
Fall	30573	BUSI	1701	A	LEC	F	835	1125	92
Fall	30574	BUSI	1701	A01	TUT	R	1635	1725	108
Fall	30849	CDNS	1001	A	LEC	R	1135	1425	9000
Fall	30850	CDNS	1101	A	LEC	F	1135	1425	96
Winter	15438	CDNS	1101	B	LEC	T	1435	1725	94
Fall	30887	CGSC	1001	A	LEC	MW	1435	1555	386
Fall	30888	CGSC	1001	B	LEC	TR	1435	1555	9000
Winter	10862	CGSC	1001	C	LEC	MW	1305	1425	386
Winter	10863	CGSC	1001	D	LEC	MW	1435	1555	9000
Fall	30889	CGSC	1005	A	LEC	TR	1305	1425	80
Fall	30890	CGSC	1005	A1	TUT	F	1135	1255	25
Fall	30891	CGSC	1005	A2	TUT	F	835	955	25
Fall	30892	CGSC	1005	A3	TUT	F	1435	1555	26
Winter	10864	CGSC	1005	B	LEC	TR	1135	1255	80
Winter	10865	CGSC	1005	B1	TUT	F	1005	1125	48
Winter	10866	CGSC	1005	B2	TUT	F	1135	1255	25
Winter	10867	CGSC	1005	B3	TUT	F	835	955	48
Fall	30932	CHEM	1001	A	LEC	TR	1135	1255	393
Fall	30933	CHEM	1001	A1	LAB	M	1805	2055	72
Fall	30934	CHEM	1001	A2	LAB	T	1805	2055	72
Fall	30935	CHEM	1001	A3	LAB	M	1335	1625	72
Fall	30936	CHEM	1001	A4	LAB	T	835	1125	72
Fall	30937	CHEM	1001	A5	LAB	T	1335	1625	72
Fall	30938	CHEM	1001	A6	LAB	W	835	1125	72
Fall	30939	CHEM	1001	A7	LAB	W	1335	1625	72
Fall	30940	CHEM	1001	B	LEC	TR	1135	1255	331
Fall	30941	CHEM	1001	E	LEC	MW	1805	1925	148
Fall	30942	CHEM	1001	E3	LAB	M	1335	1625	72
Fall	30943	CHEM	1001	E4	LAB	T	835	1125	72
Fall	30944	CHEM	1001	E5	LAB	T	1335	1625	72
Fall	30945	CHEM	1001	ETU	TUT	W	1935	2025	151
Fall	30946	CHEM	1001	G1	LAB				
Fall	30947	CHEM	1001	G2	LAB				
Fall	30948	CHEM	1001	T1	TUT	M	1805	2055	55
Fall	30949	CHEM	1001	T2	TUT	T	1805	2055	56
Fall	30950	CHEM	1001	T3	TUT	M	1335	1625	52
Fall	30951	CHEM	1001	T4	TUT	T	835	1125	56
Fall	30952	CHEM	1001	T5	TUT	T	1335	1625	56
Fall	30953	CHEM	1001	T6	TUT	W	835	1125	58
Fall	30954	CHEM	1001	T7	TUT	W	1335	1625	56
Winter	10903	CHEM	1002	A	LEC	TR	1135	1255	393
Winter	10904	CHEM	1002	A1	LAB	M	1805	2055	72
Winter	10905	CHEM	1002	A2	LAB	T	1805	2055	72
Winter	10906	CHEM	1002	A3	LAB	M	1335	1625	72
Winter	10907	CHEM	1002	A4	LAB	T	835	1125	72
Winter	10908	CHEM	1002	A5	LAB	T	1335	1625	72
Winter	10909	CHEM	1002	A6	LAB	W	835	1125	72
Winter	10910	CHEM	1002	A7	LAB	W	1335	1625	72
Winter	10911	CHEM	1002	B	LEC	TR	1135	1255	444
Winter	10912	CHEM	1002	E	LEC	TR	1935	2055	148
Winter	10913	CHEM	1002	E1	LAB	M	1805	2055	72
Winter	10914	CHEM	1002	E3	LAB	M	1335	1625	72
Winter	10915	CHEM	1002	E4	LAB	T	835	1125	72
Winter	10916	CHEM	1002	ETU	TUT	R	2105	2155	115
Winter	10917	CHEM	1002	G1	LAB				
Winter	10918	CHEM	1002	G2	LAB				
Winter	10919	CHEM	1002	T1	TUT	M	1805	2055	55
Winter	10920	CHEM	1002	T2	TUT	T	1805	2055	55
Winter	10921	CHEM	1002	T3	TUT	M	1335	1625	48
Winter	10922	CHEM	1002	T4	TUT	T	835	1125	48
Winter	10923	CHEM	1002	T5	TUT	T	1335	1625	55
Winter	10924	CHEM	1002	T6	TUT	W	835	1125	55
Winter	10925	CHEM	1002	T7	TUT	W	1335	1625	55
Fall	30955	CHEM	1004	A	LEC	M	1435	1725	192
Winter	10926	CHEM	1008	A	WKS				
Fall	30956	CHEM	1011	A	LEC	TR	1135	1255	40
Fall	30957	CHEM	1011	A1	LAB	M	1805	2055	72
Fall	30958	CHEM	1011	A6	LAB	W	835	1125	72
Fall	30959	CHEM	1011	A7	LAB	W	1335	1625	72
Fall	30960	CHEM	1011	G1	LAB				
Winter	10927	CHEM	1012	A	LEC	WF	1135	1255	40
Winter	10928	CHEM	1012	A5	LAB	T	1335	1625	72
Winter	10929	CHEM	1012	A6	LAB	W	835	1125	72
Winter	10930	CHEM	1012	A7	LAB	W	1335	1625	72
Winter	10931	CHEM	1012	G1	LAB				
Fall	30961	CHEM	1101	A	LEC	MW	1305	1425	444
Fall	30962	CHEM	1101	B	LEC	MW	835	955	348
Winter	10932	CHEM	1101	C	LEC	MW	835	955	386
Winter	10933	CHEM	1101	D	LEC	MW	1135	1255	348
Fall	30963	CHEM	1101	G1	LAB				
Winter	10934	CHEM	1101	G1	LAB				
Fall	30964	CHEM	1101	L1	LAB	R	835	1125	72
Winter	10935	CHEM	1101	L1	LAB	R	835	1125	72
Fall	30965	CHEM	1101	L2	LAB	R	1335	1625	72
Winter	10936	CHEM	1101	L2	LAB	R	1335	1625	72
Fall	30966	CHEM	1101	L3	LAB	F	835	1125	72
Winter	10937	CHEM	1101	L3	LAB	F	835	1125	72
Fall	30967	CHEM	1101	L4	LAB	F	1335	1625	72
Winter	10938	CHEM	1101	L4	LAB	F	1335	1625	72
Fall	31018	CHIN	1010	A	SEM	TR	1805	1955	39
Winter	11007	CHIN	1020	A	SEM	MW	1905	2055	34
Fall	31019	CHIN	1110	A	SEM	F	1135	1325	29
Fall	31019	CHIN	1110	A	SEM	MW	1435	1725	29
Fall	31021	CHST	1101	A	LEC	M	1335	1525	204
Fall	31022	CHST	1101	A01	GRP	M	1535	1625	47
Fall	31023	CHST	1101	A02	GRP	M	1635	1725	47
Fall	31024	CHST	1101	A03	GRP	M	1535	1625	40
Fall	31025	CHST	1101	A04	GRP	M	1635	1725	40
Fall	31026	CHST	1101	A05	GRP	M	1535	1625	52
Fall	31027	CHST	1101	A06	GRP	M	1635	1725	52
Winter	11010	CHST	1102	A	LEC	F	1435	1625	285
Winter	11011	CHST	1102	A01	GRP	F	1635	1725	35
Winter	11012	CHST	1102	A02	GRP	F	1735	1825	35
Winter	11013	CHST	1102	A03	GRP	F	1635	1725	40
Winter	11014	CHST	1102	A04	GRP	F	1735	1825	40
Winter	11015	CHST	1102	A05	GRP	F	1635	1725	42
Winter	11016	CHST	1102	A06	GRP	F	1735	1825	42
Winter	11035	CIED	1001	A	LEC	T	1135	1425	50
Winter	15597	CIED	1001	B	LEC	W	1435	1725	58
Fall	31163	CLCV	1002	A	LEC				9000
Winter	11093	CLCV	1003	B	LEC				9000
Winter	15641	CLCV	1005	W	TUT				
Fall	31164	CLCV	1008	A	LEC	WF	1005	1125	9000
Winter	11094	CLCV	1009	A	LEC	TR	1305	1425	134
Fall	31381	COMS	1001	A	LEC	F	1135	1325	331
Fall	31382	COMS	1001	A01	GRP	F	1335	1425	25
Fall	31383	COMS	1001	A02	GRP	F	1335	1425	25
Fall	31384	COMS	1001	A03	GRP	F	1335	1425	58
Fall	31385	COMS	1001	A04	GRP	F	1335	1425	40
Fall	31386	COMS	1001	A05	GRP	F	1335	1425	40
Fall	31387	COMS	1001	A06	GRP	F	1435	1525	40
Fall	31388	COMS	1001	A07	GRP	F	1435	1525	42
Fall	31389	COMS	1001	A08	GRP	F	1435	1525	42
Fall	31390	COMS	1001	A09	GRP	F	1435	1525	58
Fall	31391	COMS	1001	A10	GRP	F	1435	1525	51
Winter	11312	COMS	1001	B	LEC	F	935	1125	348
Winter	11313	COMS	1001	B01	GRP	F	1135	1225	42
Winter	11314	COMS	1001	B02	GRP	F	1135	1225	31
Winter	11315	COMS	1001	B03	GRP	F	1135	1225	28
Winter	11316	COMS	1001	B04	GRP	F	1235	1325	42
Winter	11317	COMS	1001	B05	GRP	F	1235	1325	42
Winter	11318	COMS	1001	B06	GRP	F	1235	1325	28
Winter	15583	COMS	1001	B07	GRP	F	1135	1225	27
Winter	15584	COMS	1001	B08	GRP	F	1235	1325	31
Winter	15642	COMS	1001	B09	GRP	F	1135	1225	31
Fall	31392	COMS	1002	A	LEC	M	1135	1325	192
Fall	31393	COMS	1002	A01	GRP	M	1335	1425	51
Fall	31394	COMS	1002	A02	GRP	M	1335	1425	42
Fall	31395	COMS	1002	A03	GRP	M	1335	1425	67
Fall	31396	COMS	1002	A04	GRP	M	1435	1525	31
Fall	31397	COMS	1002	A05	GRP	M	1435	1525	35
Fall	31398	COMS	1002	A06	GRP	M	1435	1525	25
Winter	11319	COMS	1002	B	LEC	T	835	1025	444
Winter	11320	COMS	1002	B01	GRP	T	1035	1125	48
Winter	11321	COMS	1002	B02	GRP	T	1035	1125	25
Winter	11322	COMS	1002	B03	GRP	T	1035	1125	79
Winter	11323	COMS	1002	B04	GRP	T	1035	1125	80
Winter	11324	COMS	1002	B05	GRP	T	1035	1125	34
Winter	11325	COMS	1002	B06	GRP	T	1135	1225	40
Winter	11326	COMS	1002	B07	GRP	T	1135	1225	32
Winter	11327	COMS	1002	B08	GRP	T	1135	1225	27
Winter	11328	COMS	1002	B09	GRP	T	1135	1225	48
Winter	11329	COMS	1002	B10	GRP	T	1135	1225	27
Fall	31399	COMS	1003	A	LEC	R	1135	1325	59
Fall	31400	COMS	1003	A01	TUT	R	1335	1425	32
Fall	31401	COMS	1003	A02	TUT	R	1435	1525	52
Winter	11330	COMS	1003	B	LEC	M	935	1125	66
Winter	11331	COMS	1003	B01	TUT	M	1135	1225	52
Winter	11332	COMS	1003	B02	TUT	M	1235	1325	52
Fall	31461	CRCJ	1000	A	LEC	R	835	1025	444
Fall	31462	CRCJ	1000	A01	TUT	M	1235	1325	34
Fall	31463	CRCJ	1000	A02	TUT	W	835	925	39
Fall	31464	CRCJ	1000	A03	TUT	W	1635	1725	30
Fall	31465	CRCJ	1000	A04	TUT	T	835	925	39
Fall	31466	CRCJ	1000	A05	TUT	M	935	1025	32
Fall	31467	CRCJ	1000	A06	TUT	T	1635	1725	39
Fall	31468	CRCJ	1000	A07	TUT				
Fall	31469	CRCJ	1000	A08	TUT				
Fall	31470	CRCJ	1000	B	LEC				9000
Winter	11392	CRCJ	1000	C	LEC	W	1435	1625	331
Winter	11393	CRCJ	1000	C01	TUT	M	1035	1125	32
Winter	11394	CRCJ	1000	C02	TUT	M	935	1025	31
Winter	11395	CRCJ	1000	C03	TUT	M	1335	1425	39
Winter	11396	CRCJ	1000	C04	TUT	W	835	925	39
Winter	11397	CRCJ	1000	C05	TUT	R	1635	1725	32
Winter	11398	CRCJ	1000	C06	TUT	M	1435	1525	36
Winter	11399	CRCJ	1000	C07	TUT	W	1635	1725	32
Winter	11400	CRCJ	1000	C08	TUT	R	1335	1425	39
Winter	11401	CRCJ	1000	D	LEC				9000
Fall	32065	ECON	1001	A	LEC	MW	1005	1125	285
Fall	32066	ECON	1001	A01	GRP	M	1135	1225	35
Fall	32067	ECON	1001	A02	GRP	M	1135	1225	52
Fall	32068	ECON	1001	A03	GRP	M	1235	1325	48
Fall	32069	ECON	1001	A04	GRP	M	1335	1425	52
Fall	32070	ECON	1001	A05	GRP	W	1435	1525	57
Fall	32071	ECON	1001	A06	GRP	W	1135	1225	34
Fall	32072	ECON	1001	A07	GRP	M	1805	1855	9000
Fall	32073	ECON	1001	A08	GRP	M	1905	1955	9000
Fall	32074	ECON	1001	B	LEC	TR	1005	1125	331
Fall	32075	ECON	1001	B01	GRP	T	1135	1225	66
Fall	32076	ECON	1001	B02	GRP	T	1135	1225	42
Fall	32077	ECON	1001	B03	GRP	T	1235	1325	55
