TERM	CRN	SUBJ	CRSE	SECT	INSTR_TYPE	DAYS	START_TIME	END_TIME	ROOM_CAP
Fall	34055	MATH	1004	F1	TUT	R	2105	2155	66
Fall	34056	MATH	1004	F2	TUT	R	2105	2155	54
Fall	34057	MATH	1004	F3	TUT	R	2105	2155	56
Fall	34058	MATH	1004	F4	TUT	R	2105	2155	52
Fall	34059	MATH	1004	F5	TUT	R	2105	2155	42
Fall	34060	MATH	1004	FT	TUT	R	2105	2155	
Winter	13778	MATH	1004	H	LEC	TR	835	955	204
Winter	13779	MATH	1004	H1	TUT	R	1435	1525	52
Winter	13780	MATH	1004	H2	TUT	R	1435	1525	55
Winter	13781	MATH	1004	H3	TUT	R	1435	1525	67
Winter	13782	MATH	1004	H4	TUT	R	1435	1525	66
Winter	13783	MATH	1004	HT	TUT	R	1435	1525	
Fall	34061	MATH	1005	A	LEC	WF	1005	1125	331
Fall	34062	MATH	1005	A1	TUT	W	1735	1825	67
Fall	34063	MATH	1005	A2	TUT	W	1735	1825	78
Fall	34064	MATH	1005	A3	TUT	W	1735	1825	78
Fall	34065	MATH	1005	A4	TUT	W	1735	1825	78
Fall	34066	MATH	1005	A5	TUT	W	1735	1825	79
Fall	34067	MATH	1005	AT	TUT	W	1735	1825	
Fall	34068	MATH	1005	B	LEC	MW	1135	1255	236
Fall	34069	MATH	1005	B1	TUT	M	1435	1525	52
Fall	34070	MATH	1005	B2	TUT	M	1435	1525	80
Fall	34071	MATH	1005	B3	TUT	M	1435	1525	96
Fall	34072	MATH	1005	B4	TUT	M	1435	1525	79
Fall	34073	MATH	1005	B5	TUT	M	1435	1525	94
Fall	34074	MATH	1005	BT	TUT	M	1435	1525	
Fall	34075	MATH	1005	C	LEC	TR	835	955	236
Fall	34076	MATH	1005	C1	TUT	R	1335	1425	48
Fall	34077	MATH	1005	C2	TUT	R	1335	1425	84
Fall	34078	MATH	1005	C3	TUT	R	1335	1425	52
Fall	34079	MATH	1005	C4	TUT	R	1335	1425	96
Fall	34080	MATH	1005	C5	TUT	R	1335	1425	76
Fall	34081	MATH	1005	CT	TUT	R	1335	1425	
Fall	34082	MATH	1005	D	LEC	TR	1435	1555	236
Fall	34083	MATH	1005	D1	TUT	R	1735	1825	52
Fall	34084	MATH	1005	D2	TUT	R	1735	1825	52
Fall	34085	MATH	1005	D3	TUT	R	1735	1825	63
Fall	34086	MATH	1005	D4	TUT	R	1735	1825	58
Fall	34087	MATH	1005	D5	TUT	R	1735	1825	56
Fall	34088	MATH	1005	DT	TUT	R	1735	1825	
Fall	34089	MATH	1005	E	LEC	MW	1805	1925	236
Fall	34090	MATH	1005	E1	TUT	W	1935	2025	48
Fall	34091	MATH	1005	E2	TUT	W	1935	2025	48
Fall	34092	MATH	1005	E3	TUT	W	1935	2025	52
Fall	34093	MATH	1005	E4	TUT	W	1935	2025	52
Fall	34094	MATH	1005	E5	TUT	W	1935	2025	58
Fall	34095	MATH	1005	ET	TUT	W	1935	2025	
Fall	34096	MATH	1005	F	LEC	TR	1935	2055	204
Fall	34097	MATH	1005	F1	TUT	R	2105	2155	48
Fall	34098	MATH	1005	F2	TUT	R	2105	2155	48
Fall	34099	MATH	1005	F3	TUT	R	2105	2155	52
Fall	34100	MATH	1005	F4	TUT	R	2105	2155	52
Fall	34101	MATH	1005	F5	TUT	R	2105	2155	58
Fall	34102	MATH	1005	FT	TUT	R	2105	2155	
Winter	13784	MATH	1005	G	LEC	MW	1635	1755	204
Winter	13785	MATH	1005	G1	TUT	M	1805	1855	48
Winter	13786	MATH	1005	G2	TUT	M	1805	1855	48
Winter	13787	MATH	1005	G3	TUT	M	1805	1855	52
Winter	13788	MATH	1005	G4	TUT	M	1805	1855	52
Winter	13789	MATH	1005	G5	TUT	M	1805	1855	58
Winter	13790	MATH	1005	GT	TUT	M	1805	1855	
Fall	34103	MATH	1007	A	LEC	WF	835	955	393
Fall	34104	MATH	1007	A1	TUT	F	1135	1225	48
Fall	34105	MATH	1007	A2	TUT	F	1135	1225	52
Fall	34106	MATH	1007	A3	TUT	F	1135	1225	51
Fall	34107	MATH	1007	A4	TUT	F	1135	1225	52
Fall	34108	MATH	1007	AT	TUT	F	1135	1225	
Fall	34109	MATH	1007	B	LEC	MW	1005	1125	236
Fall	34110	MATH	1007	B1	TUT	M	1435	1525	58
Fall	34111	MATH	1007	B2	TUT	M	1435	1525	66
Fall	34112	MATH	1007	B3	TUT	M	1435	1525	154
Fall	34113	MATH	1007	B4	TUT	M	1435	1525	52
Fall	34114	MATH	1007	B5	TUT	M	1435	1525	48
Fall	34115	MATH	1007	BT	TUT	M	1435	1525	
Fall	34116	MATH	1007	C	LEC	TR	835	955	204
Fall	34117	MATH	1007	C1	TUT	R	1035	1125	56
Fall	34118	MATH	1007	C2	TUT	R	1035	1125	52
Fall	34119	MATH	1007	C3	TUT	R	1035	1125	58
Fall	34120	MATH	1007	C4	TUT	R	1035	1125	79
Fall	34121	MATH	1007	CT	TUT	R	1035	1125	
Fall	34122	MATH	1007	D	LEC	WF	1435	1555	285
Fall	34123	MATH	1007	D1	TUT	F	1635	1725	48
Fall	34124	MATH	1007	D2	TUT	F	1635	1725	58
Fall	34125	MATH	1007	D3	TUT	F	1635	1725	52
Fall	34126	MATH	1007	D4	TUT	F	1635	1725	48
Fall	34127	MATH	1007	DT	TUT	F	1635	1725	
Fall	34128	MATH	1007	E	LEC	TR	1805	1925	204
Fall	34129	MATH	1007	E1	TUT	R	1935	2025	48
Fall	34130	MATH	1007	E2	TUT	R	1935	2025	52
Fall	34131	MATH	1007	E3	TUT	R	1935	2025	58
Fall	34132	MATH	1007	E4	TUT	R	1935	2025	48
Fall	34133	MATH	1007	E5	TUT	R	1935	2025	56
Fall	34134	MATH	1007	ET	TUT	R	1935	2025	
Fall	34135	MATH	1007	F	LEC	TR	1305	1425	236
Fall	34136	MATH	1007	F1	TUT	T	1435	1525	52
Fall	34137	MATH	1007	F2	TUT	T	1435	1525	48
Fall	34138	MATH	1007	F3	TUT	T	1435	1525	52
Fall	34139	MATH	1007	F4	TUT	T	1435	1525	58
Fall	34140	MATH	1007	FT	TUT	T	1435	1525	
Winter	13791	MATH	1007	G	LEC	MW	835	955	204
Winter	13792	MATH	1007	G1	TUT	W	1635	1725	58
Winter	13793	MATH	1007	G2	TUT	W	1635	1725	84
Winter	13794	MATH	1007	G3	TUT	W	1635	1725	52
Winter	13795	MATH	1007	G4	TUT	W	1635	1725	54
Winter	13796	MATH	1007	GT	TUT	W	1635	1725	
Winter	13797	MATH	1007	H	LEC	TR	1005	1125	204
Winter	13798	MATH	1007	H1	TUT	R	1335	1425	56
Winter	13799	MATH	1007	H2	TUT	R	1335	1425	69
Winter	13800	MATH	1007	H3	TUT	R	1335	1425	58
Winter	13801	MATH	1007	H4	TUT	R	1335	1425	56
Winter	13802	MATH	1007	HT	TUT	R	1335	1425	
Winter	13803	MATH	1007	I	LEC	TR	1435	1555	96
Winter	13804	MATH	1007	I1	TUT	R	1805	1855	52
Winter	13805	MATH	1007	I2	TUT	R	1805	1855	66
Winter	13806	MATH	1007	I3	TUT	R	1805	1855	56
Winter	13807	MATH	1007	I4	TUT	R	1805	1855	55
Winter	13808	MATH	1007	IT	TUT	R	1805	1855	
Fall	34141	MATH	1009	A	LEC	MW	1305	1425	331
Fall	34142	MATH	1009	A1	TUT	W	1135	1225	57
Fall	34143	MATH	1009	A2	TUT	W	1135	1225	78
Fall	34144	MATH	1009	A3	TUT	W	1135	1225	96
Fall	34145	MATH	1009	A4	TUT	W	1135	1225	98
Fall	34146	MATH	1009	A5	TUT	W	1135	1225	56
Fall	34147	MATH	1009	AT	TUT	W	1135	1225	
Fall	34148	MATH	1009	B	LEC	TR	835	955	204
Fall	34149	MATH	1009	B1	TUT	T	1335	1425	55
Fall	34150	MATH	1009	B2	TUT	T	1335	1425	48
Fall	34151	MATH	1009	B3	TUT	T	1335	1425	79
Fall	34152	MATH	1009	B4	TUT	T	1335	1425	42
Fall	34153	MATH	1009	BT	TUT	T	1335	1425	
Winter	13809	MATH	1009	C	LEC	TR	1635	1755	236
Winter	13810	MATH	1009	C1	TUT	R	1805	1855	63
Winter	13811	MATH	1009	C2	TUT	R	1805	1855	67
Winter	13812	MATH	1009	C3	TUT	R	1805	1855	51
Winter	13813	MATH	1009	C4	TUT	R	1805	1855	69
Winter	13814	MATH	1009	CT	TUT	R	1805	1855	
Fall	34154	MATH	1052	A	LEC	TR	1005	1125	151
Fall	34155	MATH	1052	A1	TUT	R	1305	1425	78
Fall	34156	MATH	1052	A2	TUT	R	1305	1425	51
Fall	34157	MATH	1052	A3	TUT	R	1305	1425	79
Fall	34158	MATH	1052	AT	TUT	R	1305	1425	
Fall	34159	MATH	1104	A	LEC	TR	1435	1555	236
Fall	34160	MATH	1104	A1	TUT	R	1035	1125	52
Fall	34161	MATH	1104	A2	TUT	R	1035	1125	58
Fall	34162	MATH	1104	A3	TUT	R	1035	1125	66
Fall	34163	MATH	1104	A4	TUT	R	1035	1125	42
Fall	34164	MATH	1104	A5	TUT	R	1035	1125	40
Fall	34165	MATH	1104	AT	TUT	R	1035	1125	
Fall	34166	MATH	1104	B	LEC	MW	1635	1755	236
Fall	34167	MATH	1104	B1	TUT	W	1805	1855	48
Fall	34168	MATH	1104	B2	TUT	W	1805	1855	52
Fall	34169	MATH	1104	B3	TUT	W	1805	1855	58
Fall	34170	MATH	1104	B4	TUT	W	1805	1855	66
Fall	34171	MATH	1104	B5	TUT	W	1805	1855	48
Fall	34172	MATH	1104	BT	TUT	W	1805	1855	
Winter	13815	MATH	1104	C	LEC	TR	1435	1555	236
Winter	13816	MATH	1104	C1	TUT	R	1335	1425	48
Winter	13817	MATH	1104	C2	TUT	R	1335	1425	52
Winter	13818	MATH	1104	C3	TUT	R	1335	1425	58
Winter	13819	MATH	1104	C4	TUT	R	1335	1425	98
Winter	13820	MATH	1104	C5	TUT	R	1335	1425	84
Winter	13821	MATH	1104	CT	TUT	R	1335	1425	
Winter	13822	MATH	1104	D	LEC	WF	1605	1725	236
Winter	13823	MATH	1104	D1	TUT	W	1735	1825	58
Winter	13824	MATH	1104	D2	TUT	W	1735	1825	52
Winter	13825	MATH	1104	D3	TUT	W	1735	1825	52
Winter	13826	MATH	1104	D4	TUT	W	1735	1825	56
Winter	13827	MATH	1104	D5	TUT	W	1735	1825	55
Winter	13828	MATH	1104	DT	TUT	W	1735	1825	
Winter	13829	MATH	1104	E	LEC	WF	1135	1255	386
Winter	13830	MATH	1104	E1	TUT	F	1335	1425	48
Winter	13831	MATH	1104	E2	TUT	F	1335	1425	52
Winter	13832	MATH	1104	E3	TUT	F	1335	1425	79
Winter	13833	MATH	1104	E4	TUT	F	1335	1425	52
Winter	13834	MATH	1104	E5	TUT	F	1335	1425	58
Winter	13835	MATH	1104	ET	TUT	F	1335	1425	
Winter	13836	MATH	1104	F	LEC	MW	835	955	236
Winter	13837	MATH	1104	F1	TUT	M	1435	1525	98
Winter	13838	MATH	1104	F2	TUT	M	1435	1525	94
Winter	13839	MATH	1104	F3	TUT	M	1435	1525	57
Winter	13840	MATH	1104	F4	TUT	M	1435	1525	67
Winter	13841	MATH	1104	F5	TUT	M	1435	1525	58
Winter	13842	MATH	1104	FT	TUT	M	1435	1525	
Winter	13843	MATH	1104	G	LEC	MW	1805	1925	236
Winter	13844	MATH	1104	G1	TUT	M	1935	2025	48
Winter	13845	MATH	1104	G2	TUT	M	1935	2025	48
Winter	13846	MATH	1104	G3	TUT	M	1935	2025	52
Winter	13847	MATH	1104	G4	TUT	M	1935	2025	58
Winter	13848	MATH	1104	G5	TUT	M	1935	2025	66
Winter	13849	MATH	1104	GT	TUT	M	1935	2025	
Winter	13850	MATH	1104	H	LEC	TR	1935	2055	236
Winter	13851	MATH	1104	H1	TUT	R	2105	2155	48
Winter	13852	MATH	1104	H2	TUT	R	2105	2155	48
Winter	13853	MATH	1104	H3	TUT	R	2105	2155	52
Winter	13854	MATH	1104	H4	TUT	R	2105	2155	58
Winter	13855	MATH	1104	H5	TUT	R	2105	2155	66
Winter	13856	MATH	1104	HT	TUT	R	2105	2155	
Winter	13857	MATH	1104	I	LEC	MW	1935	2055	204
Winter	13858	MATH	1104	I1	TUT	W	2105	2155	48
Winter	13859	MATH	1104	I2	TUT	W	2105	2155	48
Winter	13860	MATH	1104	I3	TUT	W	2105	2155	52
Winter	13861	MATH	1104	I4	TUT	W	2105	2155	52
Winter	13862	MATH	1104	I5	TUT	W	2105	2155	58
Winter	13863	MATH	1104	IT	TUT	W	2105	2155	
Winter	13864	MATH	1104	J	LEC	TR	1005	1125	236
Winter	13865	MATH	1104	J1	TUT	T	835	925	48
Winter	13866	MATH	1104	J2	TUT	T	835	925	52
Winter	13867	MATH	1104	J3	TUT	T	835	925	52
Winter	13868	MATH	1104	J4	TUT	T	835	925	63
Winter	13869	MATH	1104	J5	TUT	T	835	925	67
Winter	13870	MATH	1104	JT	TUT	T	835	925	
Winter	13871	MATH	1107	A	LEC	MW	1135	1255	108
Winter	13872	MATH	1107	A1	TUT	M	1335	1425	56
Winter	13873	MATH	1107	A2	TUT	M	1335	1425	52
Winter	13874	MATH	1107	A3	TUT	M	1335	1425	96
Winter	13875	MATH	1107	A4	TUT	M	1335	1425	78
Winter	13876	MATH	1107	A5	TUT	M	1335	1425	48
Winter	13877	MATH	1107	AT	TUT	M	1335	1425	
Winter	13878	MATH	1107	B	LEC	TR	1305	1425	204
Winter	13879	MATH	1107	B1	TUT	R	1535	1625	48
Winter	13880	MATH	1107	B2	TUT	R	1535	1625	52
Winter	13881	MATH	1107	B3	TUT	R	1535	1625	58
Winter	13882	MATH	1107	B4	TUT	R	1535	1625	67
Winter	13883	MATH	1107	BT	TUT	R	1535	1625	
Winter	13884	MATH	1107	C	LEC	TR	1805	1925	204
Winter	13885	MATH	1107	C1	TUT	R	1935	2025	48
Winter	13886	MATH	1107	C2	TUT	R	1935	2025	48
Winter	13887	MATH	1107	C3	TUT	R	1935	2025	52
Winter	13888	MATH	1107	C4	TUT	R	1935	2025	58
Winter	13889	MATH	1107	CT	TUT	R	1935	2025	
Fall	34173	MATH	1107	E	LEC	TR	1305	1425	204
Fall	34174	MATH	1107	E1	TUT	T	1435	1525	52
Fall	34175	MATH	1107	E2	TUT	T	1435	1525	55
Fall	34176	MATH	1107	E3	TUT	T	1435	1525	58
Fall	34177	MATH	1107	E4	TUT	T	1435	1525	42
Fall	34178	MATH	1107	ET	TUT	T	1435	1525	
Fall	34179	MATH	1107	F	LEC	WF	1135	1255	204
Fall	34180	MATH	1107	F1	TUT	F	1435	1525	48
Fall	34181	MATH	1107	F2	TUT	F	1435	1525	52
Fall	34182	MATH	1107	F3	TUT	F	1435	1525	52
Fall	34183	MATH	1107	F4	TUT	F	1435	1525	66
Fall	34184	MATH	1107	FT	TUT	F	1435	1525	
Fall	34185	MATH	1152	A	LEC	TR	1435	1555	98
Fall	34186	MATH	1152	A1	TUT	T	1735	1855	76
Fall	34187	MATH	1152	A2	TUT	T	1735	1855	58
Fall	34188	MATH	1152	A3	TUT	T	1735	1855	63
Fall	34189	MATH	1152	AT	TUT	T	1735	1855	
Fall	34358	MPAD	1001	A	LEC	R	1135	1425	66
Fall	34359	MPAD	1001	B	LEC				
Winter	14080	MPAD	1002	A	WKS	T	1805	2055	66
Winter	14081	MPAD	1002	B	WKS	R	1135	1425	66
Fall	34373	MUSI	1000	A	LEC	WF	1135	1255	75
Fall	34374	MUSI	1001	A	LEC				
Winter	14093	MUSI	1001	B	LEC	R	1435	1725	79
Fall	34375	MUSI	1002	A	LEC	M	1135	1425	348
Winter	14094	MUSI	1003	B	LEC	W	1435	1725	151
Fall	34376	MUSI	1107	A	LEC	TR	835	955	75
Fall	34377	MUSI	1700	A	LEC	WF	1305	1425	75
Winter	14095	MUSI	1701	B	LEC	TR	1135	1255	75
Fall	34378	MUSI	1711	A	LEC	MW	1005	1125	75
Winter	14096	MUSI	1720	B	LEC	M	1435	1725	75
Fall	34527	NEUR	1202	A	LEC	MW	1135	1255	393
Fall	34528	NEUR	1202	B	LEC	TR	1005	1125	348
Winter	14232	NEUR	1203	A	LEC	TR	1005	1125	393
Winter	14233	NEUR	1203	B	LEC	MW	1605	1725	444
Fall	34575	NSCI	1000	A	SEM	TR	1005	1125	58
Winter	14281	NSCI	1000	A	SEM	MW	1005	1125	54
Fall	34576	NSCI	1000	B	SEM				
Fall	34577	NSCI	1000	W01	WKS	F	1305	1425	57
Winter	14282	NSCI	1000	W01	WKS	F	1305	1425	52
Fall	34626	PADM	1501	O	LEC				
Winter	14328	PADM	1501	O	LEC				
Winter	14329	PADM	1502	W	OTH				
Fall	34675	PAPM	1001	A	LEC	R	1135	1325	134
Fall	34676	PAPM	1001	A1	TUT	W	1235	1325	24
Fall	34677	PAPM	1001	A2	TUT	W	1135	1225	24
Fall	34678	PAPM	1001	A3	TUT	R	1335	1425	134
Fall	34679	PAPM	1001	A4	TUT	W	1535	1625	24
Fall	34680	PAPM	1001	A5	TUT	F	1035	1125	24
Fall	34681	PAPM	1001	A6	TUT				
Fall	34706	PHIL	1000	A	LEC	MW	1305	1425	9000
Winter	14394	PHIL	1000	B	LEC	MW	1435	1555	444
Fall	34707	PHIL	1200	A	LEC	MW	1135	1255	285
Winter	14395	PHIL	1200	A	LEC	MW	1605	1725	9000
Fall	34708	PHIL	1301	A	LEC	TR	1005	1125	9000
Winter	14396	PHIL	1301	B	LEC	TR	1305	1425	386
Fall	34709	PHIL	1550	A	LEC	TR	1435	1555	444
Winter	14397	PHIL	1550	B	LEC	MW	1135	1255	9000
Fall	34710	PHIL	1610	A	LEC	TR	835	955	133
Winter	14398	PHIL	1700	A	LEC	MW	1005	1125	9000
Fall	34764	PHYS	1001	A	LEC	TR	835	955	96
Fall	34765	PHYS	1001	A1	LAB	W	1305	1555	30
Fall	34766	PHYS	1001	A2	LAB	M	1305	1555	30
Fall	34767	PHYS	1001	A3	LAB	F	1305	1555	30
Fall	34768	PHYS	1001	A4	LAB	T	1305	1555	30
Winter	14451	PHYS	1002	A	LEC	WF	835	955	115
Winter	14452	PHYS	1002	A1	LAB	M	1305	1555	30
Winter	14453	PHYS	1002	A2	LAB	R	835	1125	30
Winter	14454	PHYS	1002	A3	LAB	W	1305	1555	30
Fall	34769	PHYS	1003	A	LEC	WF	1435	1555	192
Fall	34770	PHYS	1003	A1	LAB	M	1305	1555	70
Fall	34771	PHYS	1003	A2	LAB	T	835	1125	70
Fall	34772	PHYS	1003	A3	LAB	R	1305	1555	70
Fall	34773	PHYS	1004	A	LEC	WF	1605	1725	192
Winter	14455	PHYS	1004	A	LEC	TR	1605	1725	393
Fall	34774	PHYS	1004	A1	LAB	T	1305	1555	70
Fall	34775	PHYS	1004	A2	LAB	W	1305	1555	70
Fall	34776	PHYS	1004	A3	LAB	R	835	1125	70
Winter	14456	PHYS	1004	B	LEC	TR	1805	1925	386
Winter	14457	PHYS	1004	C	LEC	MW	1605	1725	386
Winter	14458	PHYS	1004	L1A	LAB	W	1305	1555	70
Winter	14459	PHYS	1004	L1B	LAB	W	1305	1555	98
Winter	14460	PHYS	1004	L1C	LAB	R	835	1125	70
Winter	14461	PHYS	1004	L1D	LAB	R	835	1125	98
Winter	14462	PHYS	1004	L2A	LAB	M	1305	1555	70
Winter	14463	PHYS	1004	L2B	LAB	M	1305	1555	98
Winter	14464	PHYS	1004	L2C	LAB	F	1305	1555	70
Winter	14465	PHYS	1004	L2D	LAB	F	1305	1555	98
Winter	14466	PHYS	1004	L3A	LAB	F	835	1125	70
Winter	14467	PHYS	1004	L3B	LAB	F	835	1125	98
Winter	14468	PHYS	1004	L4A	LAB	M	835	1125	70
Winter	14469	PHYS	1004	L4B	LAB	M	835	1125	98
Winter	14470	PHYS	1004	L5A	LAB	R	1305	1555	70
Winter	14471	PHYS	1004	L5B	LAB	R	1305	1555	98
Winter	14472	PHYS	1004	L6A	LAB	T	835	1125	70
Winter	14473	PHYS	1004	L6B	LAB	T	835	1125	98
Winter	14474	PHYS	1004	L7A	LAB	W	835	1125	70
Winter	14475	PHYS	1004	L7B	LAB	W	835	1125	98
Winter	14476	PHYS	1004	L8A	LAB	T	1305	1555	70
Winter	14477	PHYS	1004	L8B	LAB	T	1305	1555	98
Fall	34777	PHYS	1007	A	LEC	MW	835	955	386
Fall	34778	PHYS	1007	B	LEC	MW	1805	1925	386
Fall	34779	PHYS	1007	L1	LAB	T	1305	1555	70
Fall	34780	PHYS	1007	L10	LAB	W	835	1125	70
Fall	34781	PHYS	1007	L2	LAB	T	835	1125	70
Fall	34782	PHYS	1007	L3	LAB	W	1305	1555	70
Fall	34783	PHYS	1007	L4	LAB	F	835	1125	70
Fall	34784	PHYS	1007	L5	LAB	R	1305	1555	70
Fall	34785	PHYS	1007	L6	LAB	R	835	1125	70
Fall	34786	PHYS	1007	L7	LAB	F	1435	1725	70
Fall	34787	PHYS	1007	L8	LAB	M	1305	1555	70
Fall	34788	PHYS	1007	L9	LAB	M	835	1125	70
Winter	14478	PHYS	1008	A	LEC	WF	1305	1425	148
Winter	14479	PHYS	1008	B	LEC	MW	1605	1725	154
Winter	14480	PHYS	1008	L1	LAB	R	835	1125	70
Winter	14481	PHYS	1008	L2	LAB	R	1305	1555	70
Winter	14482	PHYS	1008	L3	LAB	F	835	1125	70
Winter	14483	PHYS	1008	L4	LAB	W	835	1125	70
Winter	14484	PHYS	1008	L5	LAB	T	835	1125	70
Winter	14485	PHYS	1008	L6	LAB	T	1305	1555	70
Winter	14486	PHYS	1008	L7	LAB	W	1305	1555	70
Fall	34841	PSCI	1100	A	LEC	F	1135	1325	285
Fall	34842	PSCI	1100	A01	TUT	F	1035	1125	40
Fall	34843	PSCI	1100	A02	TUT	F	1035	1125	29
Fall	34844	PSCI	1100	A03	TUT	F	1035	1125	57
Fall	34845	PSCI	1100	A04	TUT	F	1035	1125	40
Fall	34846	PSCI	1100	A05	TUT	F	1035	1125	34
Fall	34847	PSCI	1100	A06	TUT	F	1035	1125	41
Fall	34848	PSCI	1100	A07	TUT	F	1335	1425	18
Fall	34849	PSCI	1100	A08	TUT	F	1335	1425	20
Fall	34850	PSCI	1100	A09	TUT	F	1335	1425	23
Fall	34851	PSCI	1100	A10	TUT	F	1335	1425	41
Fall	34852	PSCI	1100	A11	TUT	F	1335	1425	42
Fall	34853	PSCI	1100	A12	TUT	F	1335	1425	42
Fall	34854	PSCI	1100	A13	TUT	F	1335	1425	48
Winter	14541	PSCI	1100	B	LEC	T	1435	1625	331
Winter	14542	PSCI	1100	B01	TUT	T	1335	1425	27
Winter	14543	PSCI	1100	B02	TUT	T	1335	1425	27
Winter	14544	PSCI	1100	B03	TUT	T	1335	1425	23
Winter	14545	PSCI	1100	B04	TUT	T	1335	1425	79
Winter	14546	PSCI	1100	B05	TUT	T	1335	1425	56
Winter	14547	PSCI	1100	B06	TUT	T	1335	1425	56
Winter	14548	PSCI	1100	B07	TUT	T	1635	1725	31
Winter	14549	PSCI	1100	B08	TUT	T	1635	1725	42
Winter	14550	PSCI	1100	B09	TUT	T	1635	1725	23
Winter	14551	PSCI	1100	B10	TUT	T	1635	1725	27
Winter	14552	PSCI	1100	B11	TUT	T	1635	1725	42
Winter	14553	PSCI	1100	B12	TUT	T	1635	1725	48
Winter	14554	PSCI	1100	B13	TUT	T	1635	1725	40
Fall	34855	PSCI	1200	A	LEC	M	1135	1325	386
Fall	34856	PSCI	1200	A01	TUT	M	1335	1425	27
Fall	34857	PSCI	1200	A02	TUT	M	1335	1425	27
Fall	34858	PSCI	1200	A03	TUT	M	1335	1425	27
Fall	34859	PSCI	1200	A04	TUT	M	1335	1425	18
Fall	34860	PSCI	1200	A05	TUT	M	1335	1425	20
Fall	34861	PSCI	1200	A06	TUT	M	1335	1425	23
Fall	34862	PSCI	1200	A07	TUT	M	1035	1125	30
Fall	34863	PSCI	1200	A08	TUT	M	1035	1125	20
Fall	34864	PSCI	1200	A09	TUT	M	1035	1125	28
Fall	34865	PSCI	1200	A10	TUT	M	1035	1125	23
Fall	34866	PSCI	1200	A11	TUT	M	1035	1125	40
Fall	34867	PSCI	1200	A12	TUT	M	1035	1125	40
Fall	34868	PSCI	1200	A13	TUT	M	1035	1125	51
Winter	14555	PSCI	1200	B	LEC	W	1235	1425	9000
Winter	14556	PSCI	1200	B01	TUT	W	1435	1525	9000
Winter	14557	PSCI	1200	B02	TUT	W	1435	1525	9000
Winter	14558	PSCI	1200	B03	TUT	W	1435	1525	9000
Winter	14559	PSCI	1200	B04	TUT	W	1435	1525	9000
Winter	14560	PSCI	1200	B05	TUT	W	1435	1525	9000
Winter	14561	PSCI	1200	B06	TUT	W	1435	1525	9000
Winter	14562	PSCI	1200	B07	TUT	W	1535	1625	9000
Winter	14563	PSCI	1200	B08	TUT	W	1535	1625	9000
Winter	14564	PSCI	1200	B09	TUT	W	1535	1625	9000
Winter	14565	PSCI	1200	B10	TUT	W	1535	1625	9000
Winter	14566	PSCI	1200	B11	TUT	W	1535	1625	9000
Winter	14567	PSCI	1200	B12	TUT	W	1535	1625	9000
Winter	14568	PSCI	1200	B13	TUT	W	1535	1625	9000
Winter	14569	PSCI	1500	B	LEC	R	1535	1725	120
Winter	14570	PSCI	1500	B01	TUT	T	1035	1125	23
Winter	14571	PSCI	1500	B02	TUT	T	1035	1125	20
Winter	14572	PSCI	1500	B03	TUT	T	1035	1125	39
Winter	14573	PSCI	1500	B04	TUT	T	1135	1225	23
Winter	14574	PSCI	1500	B05	TUT	T	1135	1225	42
Winter	14575	PSCI	1500	B06	TUT	T	1135	1225	40
Fall	34996	PSYC	1001	A	LEC	WF	1005	1125	154
Fall	34997	PSYC	1001	B	LEC	MW	1305	1425	120
Fall	34998	PSYC	1001	C	LEC	TR	1005	1125	393
Fall	34999	PSYC	1001	D	LEC	WF	835	955	444
Fall	35000	PSYC	1001	E	LEC	T	1805	2055	9000
Fall	35001	PSYC	1001	F	LEC	R	1805	2055	285
Fall	35002	PSYC	1001	G	LEC	M	1435	1725	444
Fall	35003	PSYC	1001	H	LEC				9000
Winter	14691	PSYC	1001	J	LEC	T	1805	2055	285
Fall	35004	PSYC	1001	K	LEC	W	1805	2055	204
Winter	14692	PSYC	1001	L	LEC	W	835	1125	9000
Fall	35005	PSYC	1001	M	LEC	R	1435	1725	393
Winter	14693	PSYC	1002	A	LEC	MW	1005	1125	204
Winter	14694	PSYC	1002	B	LEC	TR	1005	1125	151
Winter	14695	PSYC	1002	C	LEC	TR	1305	1425	236
Fall	35006	PSYC	1002	D	LEC	M	835	1125	331
Winter	14696	PSYC	1002	E	LEC	WF	1435	1555	236
Winter	14697	PSYC	1002	F	LEC	W	1805	2055	9000
Winter	14698	PSYC	1002	G	LEC	M	1805	2055	285
Winter	14699	PSYC	1002	H	LEC	T	1805	2055	331
Winter	14700	PSYC	1002	J	LEC	F	835	1125	236
Winter	14701	PSYC	1002	K	LEC	M	1435	1725	9000
Fall	35007	PSYC	1002	L	LEC	W	1435	1725	331
Fall	35008	PSYC	1002	M	LEC				9000
Fall	35133	RELI	1010	A	TUT				
Winter	14826	RELI	1010	A	TUT				
Fall	35134	RELI	1710	A	LEC				9000
Winter	14827	RELI	1712	B	LEC	MW	1005	1125	9000
Winter	14828	RELI	1731	B	LEC	MW	835	955	93
Winter	14829	RELI	1741	B	LEC	T	1135	1255	59
Fall	35161	RUSS	1010	A	SEM	TR	935	1125	42
Fall	35162	RUSS	1010	B	SEM				
Winter	14854	RUSS	1020	A	SEM	TR	935	1125	9000
Fall	35169	SOCI	1001	A	LEC	M	835	1025	444
Fall	35170	SOCI	1001	A01	GRP	M	1035	1125	31
Fall	35171	SOCI	1001	A02	GRP	M	1035	1125	31
